satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department,salary
0.55,730.0,four,,3+,no,no,no,sales,low
0.43,380.0,two,278.0,3+,yes,no,no,sales,low
0.77,660.0,three,147.0,2+,no,no,no,sales,medium
0.59,800.0,five,247.0,3+,no,no,no,accounting,medium
0.65,540.0,four,191.0,4+,no,no,no,accounting,medium
0.82,370.0,two,280.0,3+,no,no,no,accounting,medium
0.31,720.0,two,191.0,3+,no,no,no,hr,medium
0.84,650.0,four,264.0,2+,no,no,no,hr,medium
0.15,400.0,three,236.0,5+,no,no,no,hr,medium
0.64,520.0,four,271.0,2+,yes,no,no,hr,medium
0.48,630.0,five,129.0,5+,no,no,no,technical,medium
0.82,580.0,four,249.0,5+,no,no,no,technical,medium
0.99,540.0,three,188.0,3+,no,no,no,technical,medium
0.8,520.0,three,147.0,3+,yes,no,no,technical,medium
0.94,920.0,three,273.0,3+,no,no,no,technical,high
0.94,810.0,four,237.0,3+,yes,no,no,technical,low
0.77,790.0,three,273.0,2+,no,no,no,technical,medium
0.48,540.0,three,190.0,3+,no,no,no,technical,medium
0.62,680.0,three,226.0,3+,no,no,no,technical,medium
0.61,900.0,four,216.0,3+,no,no,no,technical,medium
0.27,600.0,six,205.0,5+,yes,no,no,technical,low
0.89,650.0,three,208.0,2+,no,no,no,support,low
0.58,810.0,four,266.0,2+,no,no,no,support,low
0.64,770.0,three,249.0,2+,yes,no,no,support,low
0.73,880.0,five,134.0,2+,yes,no,no,support,low
0.74,850.0,two,189.0,3+,no,no,no,support,low
0.75,820.0,four,143.0,2+,no,no,no,support,low
0.78,840.0,four,173.0,3+,no,no,no,support,low
0.18,950.0,six,248.0,3+,no,no,no,support,low
0.8,840.0,three,186.0,6+,no,no,no,support,low
0.89,640.0,five,191.0,3+,no,no,no,support,low
0.84,500.0,three,227.0,2+,no,no,no,support,low
0.64,380.0,two,269.0,5+,no,no,no,technical,low
0.53,820.0,three,254.0,3+,yes,no,no,technical,low
0.15,660.0,four,180.0,4+,no,no,no,technical,low
0.66,620.0,three,144.0,3+,no,no,no,management,low
0.49,780.0,five,137.0,3+,yes,no,no,IT,low
0.78,,three,223.0,4+,no,no,no,IT,low
0.39,750.0,five,286.0,5+,no,no,no,IT,low
0.9,830.0,three,151.0,3+,no,no,no,IT,low
0.96,740.0,five,244.0,2+,yes,no,no,IT,low
0.63,810.0,four,216.0,4+,no,no,no,product_mng,medium
0.63,740.0,four,173.0,3+,no,no,no,product_mng,medium
0.89,810.0,three,186.0,3+,no,no,no,product_mng,medium
0.93,570.0,two,205.0,4+,yes,no,no,product_mng,medium
0.87,590.0,four,202.0,3+,no,no,no,IT,medium
0.56,530.0,three,189.0,3+,no,no,no,RandD,medium
0.97,550.0,four,181.0,5+,yes,no,no,RandD,medium
0.61,510.0,three,207.0,3+,no,no,no,RandD,medium
0.73,460.0,four,240.0,4+,yes,no,no,RandD,medium
0.61,690.0,two,164.0,2+,no,no,no,RandD,medium
0.99,710.0,four,212.0,2+,no,no,no,marketing,medium
0.57,750.0,four,151.0,2+,no,no,no,sales,medium
0.74,960.0,four,197.0,3+,no,no,no,accounting,high
0.86,610.0,five,265.0,3+,no,no,no,support,low
0.68,720.0,four,274.0,3+,no,no,no,technical,medium
0.66,630.0,three,,4+,no,no,no,management,medium
0.86,890.0,three,250.0,2+,no,no,no,marketing,medium
0.85,780.0,three,165.0,4+,no,no,no,marketing,medium
0.98,530.0,five,186.0,3+,no,no,no,marketing,low
0.14,730.0,five,273.0,4+,yes,no,no,sales,low
0.2,540.0,five,162.0,6+,no,no,no,sales,low
0.9,970.0,three,141.0,3+,no,no,no,sales,low
0.51,960.0,five,268.0,4+,no,no,no,sales,low
0.63,770.0,three,176.0,2+,yes,no,no,sales,low
0.83,880.0,three,223.0,3+,yes,no,no,sales,low
0.67,,four,218.0,2+,yes,no,no,sales,low
0.96,520.0,four,228.0,3+,no,no,no,sales,low
0.69,750.0,three,204.0,3+,no,no,no,sales,low
0.69,900.0,four,148.0,2+,no,no,no,sales,low
0.64,940.0,three,221.0,2+,no,no,no,sales,low
0.62,480.0,four,271.0,3+,no,no,no,sales,low
0.55,750.0,three,191.0,3+,no,no,no,sales,low
0.98,510.0,four,223.0,2+,no,no,no,sales,low
0.83,780.0,five,250.0,2+,yes,no,no,sales,low
0.73,770.0,three,230.0,2+,no,no,no,sales,low
0.58,860.0,three,226.0,2+,no,no,no,sales,low
0.52,670.0,four,182.0,3+,no,no,no,sales,medium
0.91,700.0,three,195.0,3+,no,no,no,sales,medium
0.72,640.0,three,231.0,2+,no,no,no,accounting,medium
0.7,740.0,three,224.0,3+,no,no,no,accounting,medium
0.86,920.0,four,229.0,4+,no,no,no,accounting,medium
0.82,570.0,two,158.0,3+,yes,no,no,hr,medium
0.83,780.0,four,242.0,3+,yes,no,no,hr,medium
0.99,640.0,three,183.0,3+,no,no,no,hr,medium
0.88,580.0,five,213.0,4+,no,no,no,hr,medium
0.68,740.0,four,263.0,2+,yes,no,no,technical,medium
0.9,490.0,three,237.0,2+,no,no,no,technical,medium
0.59,670.0,six,126.0,3+,no,no,no,technical,medium
0.76,710.0,six,168.0,2+,no,no,no,technical,high
0.23,630.0,five,151.0,4+,yes,no,no,technical,low
0.8,850.0,four,239.0,3+,no,no,no,technical,medium
0.62,490.0,four,174.0,3+,no,no,no,technical,medium
0.28,460.0,five,277.0,6+,no,no,no,technical,medium
0.81,970.0,three,133.0,3+,no,no,no,technical,medium
0.64,910.0,four,150.0,3+,no,no,no,technical,low
0.76,600.0,five,244.0,3+,yes,no,no,technical,low
0.79,870.0,three,232.0,2+,no,no,no,support,low
0.72,910.0,three,267.0,2+,no,no,no,support,low
0.22,590.0,five,162.0,2+,no,no,no,support,low
0.18,730.0,five,228.0,5+,no,no,no,support,low
0.91,490.0,two,180.0,3+,no,no,no,support,low
0.69,630.0,two,252.0,3+,no,no,no,support,low
0.91,660.0,five,212.0,3+,no,no,no,support,low
0.67,840.0,four,224.0,3+,no,no,no,support,low
0.98,620.0,two,240.0,3+,yes,no,no,support,low
0.69,620.0,four,183.0,4+,no,no,no,support,low
0.96,740.0,five,160.0,5+,yes,no,no,support,low
0.69,680.0,four,225.0,3+,no,no,no,technical,low
0.65,680.0,three,268.0,2+,yes,no,no,technical,low
0.7,750.0,three,221.0,3+,no,no,no,technical,low
0.48,940.0,three,173.0,2+,no,no,no,management,low
0.48,510.0,four,103.0,4+,no,no,no,IT,low
0.16,890.0,four,196.0,3+,yes,no,no,IT,low
0.72,970.0,three,239.0,3+,no,no,no,IT,low
0.91,710.0,three,171.0,2+,no,no,no,IT,low
0.74,540.0,three,243.0,3+,no,no,no,IT,medium
0.56,560.0,two,153.0,2+,no,no,no,product_mng,medium
0.56,410.0,six,142.0,3+,no,no,no,product_mng,medium
0.88,550.0,five,168.0,2+,no,no,no,product_mng,medium
0.86,900.0,five,180.0,4+,no,no,no,product_mng,medium
0.66,840.0,four,186.0,3+,no,no,no,IT,medium
0.41,450.0,three,236.0,2+,no,no,no,RandD,medium
0.68,830.0,five,267.0,3+,no,no,no,RandD,medium
0.59,470.0,three,129.0,2+,no,no,no,RandD,medium
0.52,780.0,three,181.0,3+,no,no,no,RandD,medium
0.3,540.0,two,99.0,2+,no,no,no,RandD,medium
0.44,670.0,five,170.0,3+,yes,no,no,marketing,medium
0.75,640.0,three,195.0,3+,no,no,no,sales,high
0.23,940.0,four,149.0,6+,no,no,no,accounting,low
0.34,460.0,six,132.0,2+,no,no,no,support,medium
0.52,590.0,three,164.0,3+,no,no,no,technical,medium
0.79,830.0,four,250.0,2+,no,no,no,management,medium
0.5,770.0,three,204.0,2+,no,no,no,marketing,medium
0.89,650.0,three,210.0,3+,no,no,no,marketing,low
0.84,520.0,six,98.0,3+,no,no,no,marketing,low
0.26,470.0,three,241.0,4+,no,no,no,sales,low
0.57,960.0,five,203.0,4+,no,no,no,sales,low
0.14,990.0,three,257.0,4+,yes,no,no,sales,low
0.94,620.0,five,,2+,no,no,no,sales,low
0.3,580.0,two,124.0,3+,no,no,no,sales,low
0.29,430.0,six,175.0,3+,no,no,no,sales,low
0.82,750.0,three,161.0,3+,no,no,no,sales,low
0.62,750.0,four,183.0,4+,yes,no,no,sales,low
0.64,990.0,five,262.0,5+,no,no,no,sales,low
0.17,520.0,four,184.0,4+,no,no,no,sales,low
0.75,560.0,three,207.0,3+,no,no,no,sales,low
0.49,730.0,four,185.0,3+,no,no,no,sales,low
0.84,580.0,four,180.0,2+,no,no,no,sales,low
0.48,960.0,four,224.0,2+,yes,no,no,sales,low
0.54,530.0,three,184.0,3+,no,no,no,sales,low
0.76,990.0,five,252.0,3+,yes,no,no,sales,low
0.77,840.0,four,196.0,3+,no,no,no,sales,low
0.95,970.0,four,203.0,2+,no,no,no,sales,low
0.72,830.0,four,181.0,3+,no,no,no,sales,low
0.74,670.0,four,148.0,3+,no,no,no,accounting,medium
0.9,550.0,four,211.0,3+,no,no,no,accounting,medium
0.67,550.0,three,246.0,3+,no,no,no,accounting,medium
0.97,550.0,four,258.0,3+,no,no,no,hr,medium
0.55,590.0,three,231.0,4+,no,no,no,hr,medium
0.32,950.0,two,184.0,5+,no,no,no,hr,medium
0.4,420.0,three,146.0,2+,yes,no,no,hr,medium
0.66,540.0,two,136.0,2+,no,no,no,technical,low
0.7,770.0,four,266.0,2+,no,no,no,technical,low
0.69,890.0,two,220.0,3+,no,no,no,technical,low
0.72,570.0,two,248.0,2+,no,no,no,technical,low
0.21,650.0,three,183.0,3+,no,no,no,technical,low
0.91,900.0,three,169.0,3+,no,no,no,technical,low
0.72,710.0,three,132.0,2+,yes,no,no,technical,low
0.96,720.0,three,197.0,3+,no,no,no,technical,low
1.0,890.0,four,152.0,3+,no,no,no,technical,low
0.63,510.0,three,126.0,6+,no,no,no,technical,low
0.24,740.0,six,106.0,5+,no,no,no,technical,low
0.44,380.0,four,128.0,2+,no,no,no,support,low
0.92,570.0,three,191.0,3+,no,no,no,support,low
0.51,510.0,four,189.0,3+,no,no,no,support,low
0.77,710.0,five,141.0,3+,no,no,no,support,low
0.8,970.0,four,220.0,3+,no,no,no,support,low
0.84,460.0,five,118.0,3+,no,no,no,support,low
0.91,880.0,five,223.0,3+,no,no,no,support,low
0.64,610.0,three,263.0,3+,no,no,no,support,low
0.15,590.0,five,209.0,4+,yes,no,no,support,medium
0.74,580.0,four,193.0,3+,no,no,no,support,medium
0.94,780.0,four,211.0,3+,no,no,no,support,medium
0.57,580.0,three,192.0,3+,no,no,no,technical,medium
0.92,630.0,five,156.0,3+,no,no,no,technical,medium
0.76,540.0,five,278.0,2+,yes,no,no,technical,medium
0.73,920.0,three,199.0,3+,yes,no,no,management,medium
0.24,600.0,two,194.0,6+,no,no,no,IT,medium
0.42,470.0,two,125.0,4+,no,no,no,IT,medium
0.92,820.0,four,96.0,4+,no,no,no,IT,medium
0.92,940.0,three,234.0,2+,yes,no,no,IT,medium
0.68,550.0,six,181.0,3+,no,no,no,IT,medium
0.49,860.0,four,246.0,2+,no,no,no,product_mng,medium
0.57,980.0,three,171.0,3+,no,no,no,product_mng,medium
0.3,660.0,three,198.0,2+,no,no,no,product_mng,medium
0.17,810.0,five,280.0,4+,no,no,no,product_mng,medium
0.91,490.0,three,267.0,3+,no,no,no,IT,medium
0.83,910.0,three,251.0,2+,no,no,no,RandD,medium
0.87,760.0,five,182.0,3+,no,no,no,RandD,medium
0.71,800.0,four,157.0,3+,no,no,no,RandD,medium
0.88,500.0,three,206.0,2+,no,no,no,RandD,medium
0.63,940.0,three,237.0,3+,yes,no,no,RandD,medium
0.99,580.0,two,166.0,3+,no,no,no,marketing,medium
0.99,810.0,four,229.0,2+,yes,no,no,sales,medium
0.77,530.0,five,256.0,3+,no,no,no,accounting,medium
,690.0,five,114.0,6+,no,no,no,support,medium
0.61,1000.0,five,243.0,2+,no,no,no,technical,medium
0.37,820.0,three,199.0,5+,no,no,no,management,medium
0.19,1000.0,four,188.0,4+,yes,no,no,marketing,medium
0.96,870.0,four,187.0,2+,no,no,no,marketing,medium
0.8,620.0,four,216.0,2+,no,no,no,marketing,medium
0.14,630.0,six,215.0,5+,no,no,no,sales,low
0.15,690.0,six,213.0,6+,no,no,no,sales,low
0.52,820.0,four,198.0,4+,no,no,no,sales,low
0.27,550.0,five,121.0,3+,yes,no,no,sales,low
0.97,960.0,three,212.0,3+,no,no,no,sales,low
0.52,930.0,two,271.0,3+,no,no,no,sales,low
0.98,890.0,three,186.0,2+,no,no,no,sales,low
0.96,950.0,four,265.0,2+,no,no,no,sales,low
0.28,920.0,three,151.0,3+,no,no,no,sales,low
0.65,550.0,five,206.0,3+,no,no,no,sales,low
0.59,630.0,four,153.0,3+,yes,no,no,sales,low
0.64,480.0,four,267.0,2+,yes,no,no,sales,low
0.71,480.0,three,161.0,3+,no,no,no,sales,low
0.83,840.0,two,149.0,3+,no,no,no,sales,low
0.95,940.0,two,269.0,4+,yes,no,no,sales,low
0.73,490.0,three,248.0,3+,no,no,no,sales,low
0.81,750.0,four,243.0,2+,no,no,no,sales,low
0.71,440.0,two,207.0,4+,no,no,no,sales,low
0.8,560.0,six,111.0,6+,no,no,no,sales,low
0.85,530.0,three,226.0,2+,no,no,no,accounting,low
0.41,700.0,two,151.0,3+,yes,no,no,accounting,low
0.51,840.0,four,224.0,2+,no,no,no,accounting,medium
0.49,570.0,four,146.0,4+,no,no,no,hr,medium
0.76,550.0,four,163.0,2+,yes,no,no,hr,medium
0.57,690.0,four,255.0,3+,no,no,no,hr,medium
0.54,480.0,six,196.0,2+,no,no,no,hr,medium
0.68,740.0,three,227.0,2+,no,no,no,technical,medium
0.7,500.0,three,251.0,2+,no,no,no,technical,medium
0.77,870.0,four,209.0,3+,no,no,no,technical,medium
0.95,510.0,three,254.0,4+,no,no,no,technical,medium
0.5,640.0,three,249.0,2+,yes,no,no,technical,low
0.99,530.0,four,131.0,3+,yes,no,no,technical,low
0.94,510.0,five,142.0,2+,no,no,no,technical,low
0.83,660.0,three,239.0,3+,no,no,no,technical,low
0.64,810.0,three,225.0,3+,yes,no,no,technical,low
0.16,730.0,six,170.0,3+,no,no,no,technical,low
0.83,710.0,three,254.0,2+,no,no,no,technical,low
0.93,730.0,four,156.0,2+,no,no,no,support,low
0.32,640.0,three,151.0,3+,no,no,no,support,low
0.12,900.0,three,200.0,3+,no,no,no,support,low
0.5,500.0,three,184.0,3+,yes,no,no,support,low
0.57,740.0,three,257.0,2+,no,no,no,support,low
0.25,750.0,five,194.0,5+,yes,no,no,support,low
0.98,560.0,three,139.0,2+,yes,no,no,support,low
0.81,510.0,three,273.0,2+,yes,no,no,support,low
0.94,630.0,five,261.0,3+,no,no,no,support,low
0.83,570.0,three,135.0,3+,yes,no,no,support,low
0.77,400.0,four,207.0,5+,no,no,no,support,low
0.57,650.0,four,265.0,3+,no,no,no,technical,low
0.18,960.0,five,208.0,6+,no,no,no,technical,medium
0.67,710.0,four,159.0,2+,yes,no,no,technical,medium
0.35,470.0,four,151.0,6+,no,no,no,management,medium
0.78,440.0,three,97.0,4+,no,no,no,IT,medium
0.72,790.0,four,154.0,3+,no,no,no,IT,medium
0.9,580.0,three,264.0,3+,no,no,no,IT,medium
0.58,490.0,three,135.0,2+,no,no,no,IT,medium
0.64,560.0,three,238.0,2+,no,no,no,IT,medium
0.91,790.0,four,166.0,3+,no,no,no,product_mng,medium
0.59,510.0,three,156.0,3+,no,no,no,product_mng,medium
0.76,800.0,three,202.0,3+,no,no,no,product_mng,medium
0.76,850.0,three,204.0,2+,yes,no,no,product_mng,medium
0.51,690.0,three,135.0,3+,no,no,no,IT,medium
0.54,550.0,four,252.0,3+,no,no,no,RandD,medium
0.67,930.0,five,254.0,3+,yes,no,no,RandD,medium
0.68,440.0,five,165.0,3+,no,no,no,RandD,medium
0.97,580.0,three,200.0,2+,no,no,no,RandD,medium
0.5,740.0,three,155.0,3+,no,no,no,RandD,medium
0.81,520.0,three,162.0,3+,no,no,no,marketing,medium
0.77,730.0,four,159.0,3+,yes,no,no,sales,medium
0.59,750.0,four,266.0,3+,no,no,no,accounting,medium
1.0,960.0,four,155.0,3+,no,no,no,support,medium
0.74,950.0,five,170.0,4+,no,no,no,technical,medium
0.91,520.0,four,172.0,4+,yes,no,no,management,high
0.77,650.0,three,187.0,3+,no,no,no,marketing,low
0.79,980.0,four,185.0,2+,no,no,no,marketing,medium
0.82,510.0,five,232.0,3+,no,no,no,marketing,medium
0.89,960.0,five,260.0,3+,no,no,no,sales,low
0.83,620.0,four,218.0,3+,no,no,no,sales,low
0.72,700.0,four,217.0,3+,no,no,no,sales,low
0.7,740.0,three,212.0,3+,no,no,no,sales,low
1.0,890.0,three,189.0,3+,no,no,no,sales,low
0.57,660.0,four,158.0,2+,no,no,no,sales,low
0.55,540.0,five,168.0,2+,no,no,no,sales,low
0.47,700.0,four,134.0,3+,no,no,no,sales,low
0.95,770.0,four,213.0,3+,yes,no,no,sales,low
0.29,570.0,five,149.0,3+,no,no,no,sales,low
0.71,500.0,three,201.0,2+,no,no,no,sales,low
0.89,680.0,four,146.0,3+,no,no,no,sales,low
0.81,970.0,four,212.0,2+,no,no,no,sales,low
0.72,640.0,four,140.0,2+,no,no,no,sales,low
1.0,850.0,four,156.0,3+,no,no,no,sales,low
0.79,490.0,four,163.0,3+,no,no,no,sales,high
0.69,840.0,three,154.0,2+,no,no,no,sales,low
0.97,660.0,four,218.0,3+,no,no,no,sales,high
0.61,590.0,three,157.0,2+,no,no,no,sales,high
0.71,890.0,three,222.0,3+,no,no,no,accounting,low
0.96,760.0,four,152.0,3+,yes,no,no,accounting,low
0.77,730.0,five,263.0,2+,no,no,no,accounting,high
0.57,990.0,three,231.0,3+,no,no,no,hr,low
0.92,760.0,four,258.0,2+,no,no,no,hr,medium
0.99,920.0,five,213.0,2+,no,no,no,hr,high
0.86,730.0,three,159.0,3+,no,no,no,hr,medium
0.78,660.0,four,156.0,3+,yes,no,no,technical,low
0.85,660.0,three,235.0,3+,no,no,no,technical,low
0.38,600.0,four,190.0,2+,no,no,no,technical,low
0.63,930.0,,238.0,2+,no,no,no,technical,low
0.66,720.0,four,137.0,3+,no,no,no,technical,low
0.19,790.0,five,171.0,3+,yes,no,no,technical,low
0.63,590.0,four,249.0,2+,no,no,no,technical,low
0.32,740.0,six,205.0,3+,no,no,no,technical,low
0.73,550.0,three,149.0,3+,no,no,no,technical,low
0.75,890.0,four,139.0,3+,no,no,no,technical,low
0.7,660.0,four,168.0,3+,no,no,no,technical,low
0.77,610.0,four,181.0,2+,no,no,no,support,low
0.83,800.0,four,150.0,3+,no,no,no,support,low
0.75,490.0,four,246.0,3+,no,no,no,support,low
0.97,540.0,three,271.0,3+,no,no,no,support,medium
0.75,550.0,five,204.0,3+,no,no,no,support,low
0.66,840.0,three,170.0,4+,no,no,no,support,low
0.56,490.0,three,208.0,3+,no,no,no,support,low
0.77,980.0,two,226.0,3+,no,no,no,support,low
0.82,810.0,three,149.0,3+,no,no,no,support,low
0.85,590.0,two,264.0,2+,no,no,no,support,low
0.49,790.0,five,177.0,2+,no,no,no,support,low
0.24,870.0,four,262.0,3+,no,no,no,technical,low
0.32,740.0,three,211.0,3+,no,no,no,technical,low
0.77,510.0,four,141.0,3+,yes,no,no,technical,low
0.77,830.0,five,197.0,4+,no,no,no,management,high
0.93,870.0,three,154.0,3+,yes,no,no,IT,low
0.22,740.0,five,178.0,5+,no,no,no,IT,low
0.24,890.0,five,169.0,4+,no,no,no,IT,low
0.99,990.0,three,228.0,4+,no,no,no,IT,low
0.61,500.0,three,231.0,3+,no,no,no,IT,high
0.6,910.0,four,185.0,3+,yes,no,no,product_mng,low
0.79,700.0,three,195.0,2+,no,no,no,product_mng,low
0.94,620.0,three,147.0,3+,no,no,no,product_mng,low
0.18,850.0,five,192.0,3+,no,no,no,product_mng,high
0.51,730.0,five,241.0,3+,no,no,no,IT,low
0.55,920.0,three,151.0,3+,no,no,no,RandD,medium
0.73,740.0,three,221.0,3+,no,no,no,RandD,high
0.41,630.0,five,263.0,3+,no,no,no,RandD,medium
0.88,660.0,three,178.0,3+,no,no,no,RandD,high
0.23,560.0,five,169.0,5+,no,no,no,RandD,medium
0.78,560.0,three,271.0,4+,no,no,no,marketing,medium
0.34,690.0,three,155.0,3+,no,no,no,marketing,medium
0.51,410.0,two,164.0,4+,no,no,no,sales,medium
0.8,860.0,three,226.0,2+,no,no,no,accounting,medium
0.66,570.0,four,220.0,2+,yes,no,no,support,medium
0.62,630.0,five,153.0,6+,no,no,no,technical,medium
0.5,970.0,two,252.0,4+,no,no,no,management,medium
0.96,940.0,three,182.0,3+,no,no,no,marketing,high
0.5,840.0,three,150.0,2+,no,no,no,marketing,low
0.73,690.0,six,273.0,4+,yes,no,no,marketing,medium
0.47,390.0,six,215.0,5+,no,no,no,sales,medium
0.49,830.0,three,172.0,2+,no,no,no,sales,medium
0.92,620.0,three,264.0,2+,no,no,no,sales,medium
0.24,390.0,five,158.0,2+,no,no,no,sales,medium
0.61,580.0,four,142.0,4+,no,no,no,sales,medium
0.83,890.0,four,137.0,3+,no,no,no,sales,medium
0.88,660.0,four,275.0,3+,no,no,no,sales,medium
0.61,550.0,three,245.0,3+,no,no,no,sales,medium
0.68,540.0,four,165.0,4+,no,no,no,sales,high
0.51,700.0,four,142.0,4+,yes,no,no,sales,low
0.88,580.0,,215.0,2+,no,no,no,sales,low
0.94,840.0,five,240.0,3+,no,no,no,sales,low
0.58,880.0,four,255.0,3+,no,no,no,sales,high
0.63,980.0,four,265.0,3+,no,no,no,sales,low
0.81,490.0,four,285.0,4+,no,no,no,sales,low
0.61,860.0,three,238.0,2+,no,no,no,sales,low
0.65,630.0,three,137.0,3+,no,no,no,sales,high
0.67,630.0,three,270.0,5+,no,no,no,sales,low
0.64,620.0,four,145.0,3+,yes,no,no,sales,low
0.25,760.0,six,182.0,3+,no,no,no,accounting,low
0.13,620.0,three,264.0,6+,no,no,no,accounting,low
0.14,890.0,three,212.0,6+,no,no,no,accounting,low
0.74,510.0,five,198.0,3+,no,no,no,hr,low
0.8,810.0,five,200.0,3+,no,no,no,hr,low
0.5,560.0,three,263.0,4+,no,no,no,hr,medium
0.69,750.0,four,249.0,4+,no,no,no,hr,medium
0.91,530.0,four,212.0,3+,no,no,no,technical,low
0.8,510.0,three,159.0,3+,no,no,no,technical,low
0.93,520.0,three,181.0,3+,no,no,no,technical,low
0.57,990.0,three,100.0,4+,yes,no,no,technical,low
0.51,580.0,two,218.0,2+,yes,no,no,technical,low
0.98,540.0,four,178.0,3+,no,no,no,technical,low
0.85,830.0,four,219.0,3+,no,no,no,technical,low
0.73,560.0,five,239.0,3+,no,no,no,technical,low
0.97,900.0,three,255.0,2+,no,no,no,technical,low
0.52,610.0,four,163.0,2+,no,no,no,technical,low
0.31,380.0,three,173.0,2+,no,no,no,technical,low
0.49,770.0,three,147.0,3+,no,no,no,support,low
0.81,440.0,four,166.0,4+,yes,no,no,support,low
0.52,800.0,five,209.0,2+,no,no,no,support,low
0.69,560.0,five,271.0,3+,no,no,no,support,low
0.7,740.0,three,253.0,4+,yes,no,no,support,low
0.65,850.0,four,233.0,2+,no,no,no,support,low
0.54,710.0,two,194.0,2+,no,no,no,support,low
0.57,490.0,two,237.0,2+,no,no,no,support,low
0.78,900.0,four,238.0,2+,no,no,no,support,low
0.99,920.0,four,212.0,3+,no,no,no,support,low
0.57,830.0,five,189.0,3+,no,no,no,support,low
0.33,580.0,three,115.0,3+,no,no,no,technical,low
0.97,580.0,four,159.0,3+,no,no,no,technical,low
0.95,580.0,five,133.0,3+,no,no,no,technical,low
0.69,830.0,five,225.0,3+,no,no,no,management,low
0.97,910.0,two,112.0,5+,no,no,no,IT,low
0.4,590.0,three,111.0,4+,yes,no,no,IT,low
0.67,710.0,four,178.0,6+,no,no,no,IT,low
0.96,580.0,five,178.0,3+,no,no,no,IT,low
0.49,950.0,two,181.0,4+,yes,no,no,IT,low
0.56,660.0,three,139.0,2+,no,no,no,product_mng,low
0.99,780.0,two,177.0,4+,no,no,no,product_mng,low
0.49,880.0,four,270.0,3+,no,no,no,product_mng,low
0.53,690.0,four,135.0,3+,no,no,no,product_mng,low
0.75,500.0,four,166.0,4+,no,no,no,IT,low
0.51,890.0,three,230.0,4+,no,no,no,marketing,low
0.65,900.0,three,163.0,3+,yes,no,no,marketing,medium
0.45,660.0,two,236.0,3+,no,no,no,marketing,medium
0.98,910.0,three,264.0,4+,yes,no,no,marketing,medium
0.9,740.0,three,185.0,2+,no,no,no,marketing,medium
0.37,620.0,four,253.0,2+,no,no,no,marketing,medium
0.52,990.0,four,253.0,3+,no,no,no,marketing,medium
0.96,780.0,three,135.0,3+,no,no,no,sales,medium
0.99,700.0,two,182.0,4+,no,no,no,accounting,medium
0.66,560.0,five,202.0,3+,no,no,no,support,medium
0.84,540.0,five,186.0,2+,no,no,no,technical,medium
0.16,870.0,five,163.0,3+,no,no,no,management,medium
0.75,590.0,three,242.0,3+,no,no,no,marketing,medium
0.52,740.0,three,160.0,2+,no,no,no,marketing,high
0.86,860.0,three,173.0,3+,no,no,no,marketing,low
0.75,530.0,three,154.0,2+,no,no,no,sales,medium
0.73,990.0,three,160.0,3+,no,no,no,sales,medium
0.98,840.0,three,139.0,2+,no,no,no,sales,medium
0.8,840.0,three,251.0,3+,no,no,no,sales,medium
0.18,480.0,four,176.0,4+,yes,no,no,sales,low
0.37,720.0,two,163.0,3+,no,no,no,sales,low
0.97,860.0,three,257.0,4+,no,no,no,sales,low
0.56,680.0,four,159.0,3+,no,no,no,sales,low
0.32,650.0,two,183.0,3+,no,no,no,sales,low
0.63,880.0,four,260.0,2+,no,no,no,sales,low
0.36,780.0,six,151.0,3+,no,no,no,sales,low
0.75,490.0,four,246.0,3+,yes,no,no,sales,low
0.42,860.0,three,160.0,4+,yes,no,no,sales,low
0.96,660.0,three,155.0,2+,no,no,no,sales,low
0.62,780.0,five,250.0,6+,no,no,no,sales,low
0.78,960.0,two,174.0,3+,no,no,no,sales,low
0.93,890.0,three,262.0,2+,no,no,no,sales,low
0.93,870.0,four,257.0,2+,no,no,no,sales,low
0.45,420.0,four,140.0,2+,no,no,no,sales,low
0.44,560.0,three,123.0,3+,no,no,no,accounting,medium
0.57,550.0,three,264.0,2+,no,no,no,accounting,medium
0.77,510.0,two,254.0,5+,no,no,no,accounting,medium
0.6,980.0,four,205.0,4+,no,no,no,hr,medium
0.25,940.0,six,199.0,4+,no,no,no,hr,medium
0.59,430.0,three,171.0,3+,no,no,no,hr,medium
0.29,570.0,five,98.0,5+,no,no,no,hr,medium
0.5,950.0,three,166.0,4+,yes,no,no,technical,low
0.91,940.0,four,264.0,4+,no,no,no,technical,low
0.78,650.0,three,176.0,2+,no,no,no,technical,low
0.73,760.0,two,166.0,3+,no,no,no,technical,low
0.51,590.0,four,169.0,3+,no,no,no,technical,low
0.65,820.0,four,257.0,3+,no,no,no,technical,low
0.25,870.0,three,265.0,4+,no,no,no,technical,low
0.5,630.0,five,167.0,2+,no,no,no,technical,low
0.53,580.0,four,134.0,2+,no,no,no,technical,low
0.57,760.0,two,176.0,3+,no,no,no,technical,low
0.77,910.0,five,274.0,3+,no,no,no,technical,low
0.94,770.0,three,201.0,3+,no,no,no,support,low
0.5,530.0,three,121.0,4+,no,no,no,support,low
0.47,570.0,three,97.0,4+,no,no,no,support,low
0.92,540.0,four,217.0,4+,no,no,no,support,low
0.9,870.0,three,220.0,3+,no,no,no,support,low
0.54,460.0,two,98.0,4+,no,no,no,support,low
0.58,970.0,five,265.0,3+,no,no,no,support,low
0.95,870.0,three,,3+,no,no,no,support,low
0.52,710.0,three,151.0,3+,no,no,no,support,low
